spec,dps,item_level,fight_name,fight_length
Survival Hunter,100413.65,464,Gara'jal the Spiritbinder,360120
Protection Warrior,39244.35,476,Gara'jal the Spiritbinder,360120
Survival Hunter,111782.43,470,Gara'jal the Spiritbinder,360120
Shadow Priest,77762.62,463,Gara'jal the Spiritbinder,360120
Enhancement Shaman,72134.73,469,Gara'jal the Spiritbinder,360120
Balance Druid,75352.66,467,Gara'jal the Spiritbinder,360120
Fire Mage,58176.08,462,The Stone Guard,118615
Assassination Rogue,82078.22,471,The Stone Guard,118615
Destruction Warlock,83763.71,468,The Stone Guard,118615
Brewmaster Monk,32026.89,463,The Stone Guard,118615
Frost Mage,87496.36,465,The Stone Guard,118615
Protection Warrior,56396.05,464,The Stone Guard,118615
Enhancement Shaman,94310.9,464,The Stone Guard,118615
Frost Mage,72219.96,464,The Stone Guard,118615
Arms Warrior,141725.74,470,The Stone Guard,118615
Protection Paladin,39245.33,467,The Stone Guard,118615
Arms Warrior,129502.79,463,The Stone Guard,118615
Retribution Paladin,120734.49,471,The Stone Guard,118615
Frost DeathKnight,99674.36,462,The Stone Guard,118615
Frost Mage,125897.77,464,The Stone Guard,118615
Beastmaster Hunter,115095.57,461,The Stone Guard,118615
Frost Mage,80333.9,462,The Stone Guard,118615
Survival Hunter,119973.43,470,The Stone Guard,118615
Fire Mage,41308.5,462,Feng the Accursed,252474
Assassination Rogue,67950.4,471,Feng the Accursed,252474
Destruction Warlock,75590.83,468,Feng the Accursed,252474
Fury Warrior,51794.89,461,Feng the Accursed,252474
Brewmaster Monk,19000.44,463,Feng the Accursed,252474
Frost Mage,59058.26,465,Feng the Accursed,252474
Windwalker Monk,60994.88,465,Feng the Accursed,252474
Protection Warrior,34413.98,464,Feng the Accursed,252474
Enhancement Shaman,59998.1,464,Feng the Accursed,252474
Frost Mage,58723.11,464,Feng the Accursed,252474
Arms Warrior,79147.83,470,Feng the Accursed,252474
Arms Warrior,73401.14,463,Feng the Accursed,252474
Retribution Paladin,83854.63,471,Feng the Accursed,252474
Frost DeathKnight,75467.42,462,Feng the Accursed,252474
Frost Mage,70697.96,464,Feng the Accursed,252474
Beastmaster Hunter,77411.89,461,Feng the Accursed,252474
Frost Mage,42423.54,462,Feng the Accursed,252474
Survival Hunter,93592.68,470,Feng the Accursed,252474
Fire Mage,38787.82,462,Gara'jal the Spiritbinder,165362
Assassination Rogue,81724.54,471,Gara'jal the Spiritbinder,165362
Destruction Warlock,84678.54,468,Gara'jal the Spiritbinder,165362
Fury Warrior,49927.55,461,Gara'jal the Spiritbinder,165362
Brewmaster Monk,29712.69,463,Gara'jal the Spiritbinder,165362
Frost Mage,70610.74,465,Gara'jal the Spiritbinder,165362
Windwalker Monk,75331.66,465,Gara'jal the Spiritbinder,165362
Protection Warrior,41344.5,464,Gara'jal the Spiritbinder,165362
Enhancement Shaman,73343.83,464,Gara'jal the Spiritbinder,165362
Frost Mage,66365.16,464,Gara'jal the Spiritbinder,165362
Arms Warrior,94645.63,470,Gara'jal the Spiritbinder,165362
Arms Warrior,89154.74,463,Gara'jal the Spiritbinder,165362
Protection Paladin,25178.45,467,Gara'jal the Spiritbinder,165362
Retribution Paladin,97079.21,471,Gara'jal the Spiritbinder,165362
Frost DeathKnight,79961.64,462,Gara'jal the Spiritbinder,165362
Frost Mage,77356.44,464,Gara'jal the Spiritbinder,165362
Beastmaster Hunter,93360.24,461,Gara'jal the Spiritbinder,165362
Survival Hunter,110328.44,470,Gara'jal the Spiritbinder,165362
Frost Mage,172974.1,468,The Stone Guard,225099
Arms Warrior,106495.64,465,The Stone Guard,225099
Blood DeathKnight,168106.43,472,The Stone Guard,225099
Destruction Warlock,151077.47,466,The Stone Guard,225099
Survival Hunter,134388.13,467,The Stone Guard,225099
Destruction Warlock,2062.35,468,The Stone Guard,225099
Destruction Warlock,131994.29,466,The Stone Guard,225099
Blood DeathKnight,12431.84,467,The Stone Guard,225099
Balance Druid,133014.43,466,The Stone Guard,225099
Frost Mage,105880.22,468,Feng the Accursed,356776
Arms Warrior,77221.43,465,Feng the Accursed,356776
Blood DeathKnight,96705.82,472,Feng the Accursed,356776
Destruction Warlock,90902.22,466,Feng the Accursed,356776
Survival Hunter,106200.87,467,Feng the Accursed,356776
Destruction Warlock,6957.19,468,Feng the Accursed,356776
Destruction Warlock,86637.03,466,Feng the Accursed,356776
Blood DeathKnight,64228.02,467,Feng the Accursed,356776
Balance Druid,70459.97,466,Feng the Accursed,356776
Frost Mage,92714.42,468,Gara'jal the Spiritbinder,324455
Arms Warrior,70068.89,465,Gara'jal the Spiritbinder,324455
Blood DeathKnight,60056.47,472,Gara'jal the Spiritbinder,324455
Destruction Warlock,81894.02,466,Gara'jal the Spiritbinder,324455
Survival Hunter,103509.95,467,Gara'jal the Spiritbinder,324455
Destruction Warlock,2387.43,468,Gara'jal the Spiritbinder,324455
Destruction Warlock,89590.68,466,Gara'jal the Spiritbinder,324455
Blood DeathKnight,40579.75,467,Gara'jal the Spiritbinder,324455
Balance Druid,62273.18,466,Gara'jal the Spiritbinder,324455
Frost Mage,76865.81,468,The Spirit Kings,487554
Arms Warrior,46160.71,465,The Spirit Kings,487554
Unholy DeathKnight,67910.19,468,The Spirit Kings,487554
Blood DeathKnight,80002.71,472,The Spirit Kings,487554
Destruction Warlock,66423.63,466,The Spirit Kings,487554
Survival Hunter,69979.51,467,The Spirit Kings,487554
Destruction Warlock,2326.38,468,The Spirit Kings,487554
Destruction Warlock,69483.71,466,The Spirit Kings,487554
Balance Druid,56377.19,466,The Spirit Kings,487554
Frost Mage,157583.9,468,Elegon,441270
Arms Warrior,113381.07,465,Elegon,441270
Blood DeathKnight,99661.86,472,Elegon,441270
Destruction Warlock,130997.6,466,Elegon,441270
Survival Hunter,165851.77,467,Elegon,441270
Elemental Shaman,16773.44,467,Elegon,441270
Destruction Warlock,140746.45,466,Elegon,441270
Blood DeathKnight,60378.85,467,Elegon,441270
Balance Druid,93636.03,466,Elegon,441270
Protection Warrior,14418.54,466,The Stone Guard,225186
Affliction Warlock,109973.93,466,The Stone Guard,225186
Survival Hunter,158970.82,464,The Stone Guard,225186
Destruction Warlock,134793.17,466,The Stone Guard,225186
Destruction Warlock,154539.36,466,The Stone Guard,225186
Elemental Shaman,108958.39,467,The Stone Guard,225186
Blood DeathKnight,193827.52,467,The Stone Guard,225186
Unholy DeathKnight,131773.68,467,The Stone Guard,225186
Destruction Warlock,7574.52,465,Feng the Accursed,349090
Protection Warrior,48147.31,466,Feng the Accursed,349090
Affliction Warlock,59157.84,466,Feng the Accursed,349090
Survival Hunter,92779.14,464,Feng the Accursed,349090
Destruction Warlock,81139.1,466,Feng the Accursed,349090
Destruction Warlock,80373.96,466,Feng the Accursed,349090
Elemental Shaman,84181.11,467,Feng the Accursed,349090
Blood DeathKnight,91468.65,467,Feng the Accursed,349090
Unholy DeathKnight,78534.48,467,Feng the Accursed,349090
Protection Warrior,27219.12,466,Gara'jal the Spiritbinder,341116
Affliction Warlock,65834.07,466,Gara'jal the Spiritbinder,341116
Survival Hunter,97370.43,464,Gara'jal the Spiritbinder,341116
Destruction Warlock,82823.84,466,Gara'jal the Spiritbinder,341116
Destruction Warlock,83761.75,466,Gara'jal the Spiritbinder,341116
Elemental Shaman,79946.42,467,Gara'jal the Spiritbinder,341116
Blood DeathKnight,63117.71,467,Gara'jal the Spiritbinder,341116
Unholy DeathKnight,78606.42,467,Gara'jal the Spiritbinder,341116
Destruction Warlock,3682.47,465,The Spirit Kings,504175
Affliction Warlock,57952.33,466,The Spirit Kings,504175
Survival Hunter,68887.71,464,The Spirit Kings,504175
Destruction Warlock,62758.96,466,The Spirit Kings,504175
Destruction Warlock,64272.17,466,The Spirit Kings,504175
Elemental Shaman,65203.42,467,The Spirit Kings,504175
Arms Warrior,49747.59,466,The Spirit Kings,504175
Blood DeathKnight,71598.94,467,The Spirit Kings,504175
Unholy DeathKnight,68797.41,467,The Spirit Kings,504175
Protection Warrior,22677.03,466,Elegon,475364
Affliction Warlock,77091.88,466,Elegon,475364
Survival Hunter,154931.27,464,Elegon,475364
Destruction Warlock,123719.12,466,Elegon,475364
Destruction Warlock,125384.59,466,Elegon,475364
Elemental Shaman,147449.31,467,Elegon,475364
Blood DeathKnight,128644.18,467,Elegon,475364
Unholy DeathKnight,134384.49,467,Elegon,475364
Protection Paladin,21451.34,465,Feng the Accursed,325019
Survival Hunter,90036.77,468,Feng the Accursed,325019
Combat Rogue,49963.47,470,Feng the Accursed,325019
Destruction Warlock,74674.19,468,Feng the Accursed,325019
Unholy DeathKnight,55256.47,469,Feng the Accursed,325019
Protection Warrior,30528.88,467,Feng the Accursed,325019
Elemental Shaman,72048.46,467,Feng the Accursed,325019
Protection Paladin,19671.63,465,Gara'jal the Spiritbinder,349020
Survival Hunter,68663.55,469,Gara'jal the Spiritbinder,349020
Combat Rogue,13310.53,470,Gara'jal the Spiritbinder,349020
Destruction Warlock,60674.86,468,Gara'jal the Spiritbinder,349020
Unholy DeathKnight,60419.61,469,Gara'jal the Spiritbinder,349020
Protection Warrior,32153.48,467,Gara'jal the Spiritbinder,349020
Elemental Shaman,57196.24,467,Gara'jal the Spiritbinder,349020
Protection Paladin,17310.39,465,The Spirit Kings,407577
Survival Hunter,83045.64,469,The Spirit Kings,407577
Combat Rogue,56018.79,470,The Spirit Kings,407577
Destruction Warlock,57662.85,468,The Spirit Kings,407577
Unholy DeathKnight,57655.13,469,The Spirit Kings,407577
Protection Warrior,26004.28,467,The Spirit Kings,407577
Elemental Shaman,61748.77,467,The Spirit Kings,407577
Protection Paladin,37288.09,465,Elegon,457763
Survival Hunter,170107.25,469,Elegon,457763
Combat Rogue,96458.54,470,Elegon,457763
Destruction Warlock,115640.02,468,Elegon,457763
Unholy DeathKnight,97808.65,469,Elegon,457763
Protection Warrior,36891.04,467,Elegon,457763
Elemental Shaman,105845.78,468,Elegon,457763
Frost Mage,93603.91,468,The Stone Guard,232724
Survival Hunter,82157.86,469,The Stone Guard,232724
Protection Warrior,42334.55,467,The Stone Guard,232724
Destruction Warlock,69509.26,469,The Stone Guard,232724
Combat Rogue,81526.55,466,The Stone Guard,232724
Elemental Shaman,88602.01,465,The Stone Guard,232724
Survival Hunter,57158.51,462,The Stone Guard,232724
Survival Hunter,36386.7,462,Feng the Accursed,371132
Combat Rogue,58672.72,466,Feng the Accursed,371132
Destruction Warlock,60966.39,469,Feng the Accursed,371132
Elemental Shaman,48939.74,465,Feng the Accursed,371132
Survival Hunter,51798.42,469,Feng the Accursed,371132
Frost Mage,44972.01,468,Feng the Accursed,371132
Blood DeathKnight,46665.43,469,Feng the Accursed,371132
Protection Warrior,36733.37,467,Feng the Accursed,371132
Survival Hunter,43466.49,462,Gara'jal the Spiritbinder,239149
Combat Rogue,69657.9,466,Gara'jal the Spiritbinder,239149
Destruction Warlock,75735.15,469,Gara'jal the Spiritbinder,239149
Elemental Shaman,72778.77,465,Gara'jal the Spiritbinder,239149
Survival Hunter,97481.05,469,Gara'jal the Spiritbinder,239149
Frost Mage,58131.1,468,Gara'jal the Spiritbinder,239149
Blood DeathKnight,39507.73,469,Gara'jal the Spiritbinder,239149
Protection Warrior,45783.04,467,Gara'jal the Spiritbinder,239149
Survival Hunter,20538.88,462,The Spirit Kings,497471
Combat Rogue,43465.18,466,The Spirit Kings,497471
Destruction Warlock,44940.2,469,The Spirit Kings,497471
Elemental Shaman,54934.97,465,The Spirit Kings,497471
Survival Hunter,71029.24,472,The Spirit Kings,497471
Frost Mage,36128.84,468,The Spirit Kings,497471
Blood DeathKnight,33631.95,469,The Spirit Kings,497471
Protection Warrior,27018.98,467,The Spirit Kings,497471
Survival Hunter,112576.93,462,Elegon,420954
Combat Rogue,69984.55,466,Elegon,420954
Destruction Warlock,104577.17,469,Elegon,420954
Elemental Shaman,113662.69,465,Elegon,420954
Survival Hunter,132586.33,472,Elegon,420954
Frost Mage,109624.37,468,Elegon,420954
Blood DeathKnight,81855.78,469,Elegon,420954
Protection Warrior,54828.69,467,Elegon,420954
Survival Hunter,44021.13,462,Will of the Emperor,506937
Combat Rogue,49769.41,466,Will of the Emperor,506937
Destruction Warlock,52289.09,469,Will of the Emperor,506937
Elemental Shaman,52978.99,467,Will of the Emperor,506937
Survival Hunter,63330.48,472,Will of the Emperor,506937
Frost Mage,45375.19,468,Will of the Emperor,506937
Blood DeathKnight,45076.37,472,Will of the Emperor,506937
Protection Warrior,54043.15,467,Will of the Emperor,506937
Blood DeathKnight,47714.22,460,The Stone Guard,220251
Subtlety Rogue,77242.68,467,The Stone Guard,220251
Frost Mage,78653.73,460,The Stone Guard,220251
Brewmaster Monk,3316.11,465,The Stone Guard,220251
Survival Hunter,94854.8,461,The Stone Guard,220251
Unholy DeathKnight,101917.19,463,The Stone Guard,220251
Survival Hunter,84281.47,465,The Stone Guard,220251
Shadow Priest,88097.24,472,The Stone Guard,220251
Blood DeathKnight,53360.18,460,Feng the Accursed,291556
Subtlety Rogue,71587.58,467,Feng the Accursed,291556
Frost Mage,60968.58,460,Feng the Accursed,291556
Brewmaster Monk,21561.9,465,Feng the Accursed,291556
Survival Hunter,79259.44,461,Feng the Accursed,291556
Unholy DeathKnight,77632.14,463,Feng the Accursed,291556
Survival Hunter,76972.34,465,Feng the Accursed,291556
Shadow Priest,66216.57,472,Feng the Accursed,291556
Blood DeathKnight,37768.62,460,Gara'jal the Spiritbinder,234488
Subtlety Rogue,83917.28,467,Gara'jal the Spiritbinder,234488
Frost Mage,57815.44,460,Gara'jal the Spiritbinder,234488
Brewmaster Monk,30630.45,465,Gara'jal the Spiritbinder,234488
Survival Hunter,76860.41,461,Gara'jal the Spiritbinder,234488
Unholy DeathKnight,87052.21,463,Gara'jal the Spiritbinder,234488
Survival Hunter,76472.46,465,Gara'jal the Spiritbinder,234488
Shadow Priest,73541.95,472,Gara'jal the Spiritbinder,234488
Blood DeathKnight,41143.69,460,The Spirit Kings,447818
Subtlety Rogue,61070.84,467,The Spirit Kings,447818
Frost Mage,56447.18,460,The Spirit Kings,447818
Brewmaster Monk,17758.01,465,The Spirit Kings,447818
Survival Hunter,59099.45,461,The Spirit Kings,447818
Unholy DeathKnight,25988.66,463,The Spirit Kings,447818
Survival Hunter,55999.02,465,The Spirit Kings,447818
Shadow Priest,58991.9,472,The Spirit Kings,447818
Protection Warrior,44092.07,464,The Stone Guard,308539
Affliction Warlock,57138.49,470,The Stone Guard,308539
Feral Druid,70751.11,465,The Stone Guard,308539
Arms Warrior,51849.35,461,The Stone Guard,308539
Protection Warrior,6318.54,462,The Stone Guard,308539
Affliction Warlock,63064.3,469,The Stone Guard,308539
Elemental Shaman,60988.22,463,The Stone Guard,308539
Balance Druid,4738.67,463,The Stone Guard,308539
Destruction Warlock,52650.55,466,The Stone Guard,308539
Protection Warrior,31163.98,464,Feng the Accursed,362725
Affliction Warlock,55120.79,470,Feng the Accursed,362725
Feral Druid,77598.67,465,Feng the Accursed,362725
Arms Warrior,41695.2,461,Feng the Accursed,362725
Affliction Warlock,59894.18,471,Feng the Accursed,362725
Protection Warrior,27430.24,462,Feng the Accursed,362725
Elemental Shaman,41852.53,463,Feng the Accursed,362725
Balance Druid,13917.91,463,Feng the Accursed,362725
Destruction Warlock,60554.43,466,Feng the Accursed,362725
Protection Warrior,29609.83,464,Gara'jal the Spiritbinder,303344
Affliction Warlock,56321.63,470,Gara'jal the Spiritbinder,303344
Feral Druid,73570.85,465,Gara'jal the Spiritbinder,303344
Arms Warrior,41101.72,461,Gara'jal the Spiritbinder,303344
Protection Warrior,18717.38,462,Gara'jal the Spiritbinder,303344
Affliction Warlock,58059.83,471,Gara'jal the Spiritbinder,303344
Elemental Shaman,60670.79,463,Gara'jal the Spiritbinder,303344
Balance Druid,16799.74,463,Gara'jal the Spiritbinder,303344
Destruction Warlock,56774.55,466,Gara'jal the Spiritbinder,303344
Protection Warrior,22163.8,464,The Spirit Kings,481425
Affliction Warlock,46061.96,470,The Spirit Kings,481425
Feral Druid,64981.25,465,The Spirit Kings,481425
Arms Warrior,37485.21,461,The Spirit Kings,481425
Protection Warrior,14312.2,462,The Spirit Kings,481425
Affliction Warlock,45181.6,471,The Spirit Kings,481425
Elemental Shaman,51429.62,467,The Spirit Kings,481425
Balance Druid,21166.4,463,The Spirit Kings,481425
Destruction Warlock,48982.44,466,The Spirit Kings,481425
Shadow Priest,78511.65,472,The Spirit Kings,195874
Elemental Shaman,81505.63,466,The Spirit Kings,195874
Elemental Shaman,91322.82,469,The Spirit Kings,195874
Blood DeathKnight,34720.49,463,The Spirit Kings,195874
Unholy DeathKnight,62655.27,463,The Spirit Kings,195874
Survival Hunter,99184.08,469,The Spirit Kings,195874
Balance Druid,1139.89,470,The Spirit Kings,195874
Survival Hunter,86005.2,463,The Spirit Kings,195874
Destruction Warlock,8264.7,467,The Spirit Kings,195874
Frost Mage,56230.95,467,The Spirit Kings,195874
Frost Mage,88849.18,471,The Spirit Kings,195874
Frost Mage,61796.74,466,The Spirit Kings,195874
Elemental Shaman,64574.64,464,The Spirit Kings,195874
Affliction Warlock,69438.17,473,The Spirit Kings,195874
Survival Hunter,65060.77,464,The Spirit Kings,195874
Affliction Warlock,52441.86,466,The Spirit Kings,195874
Unholy DeathKnight,83470.21,470,The Spirit Kings,195874
Unholy DeathKnight,70990.16,469,The Spirit Kings,195874
Protection Paladin,14711.7,463,The Spirit Kings,195874
Destruction Warlock,102326.4,469,The Spirit Kings,195874
Windwalker Monk,90982.17,468,The Spirit Kings,195874
Shadow Priest,44168.22,472,Elegon,210530
Elemental Shaman,45391.09,466,Elegon,210530
Elemental Shaman,112945.69,469,Elegon,210530
Unholy DeathKnight,88836.67,463,Elegon,210530
Survival Hunter,133175.75,469,Elegon,210530
Balance Druid,170.79,470,Elegon,210530
Survival Hunter,108223.62,463,Elegon,210530
Destruction Warlock,7104.61,467,Elegon,210530
Frost Mage,84784.33,467,Elegon,210530
Frost Mage,117493.75,471,Elegon,210530
Frost Mage,111175.81,466,Elegon,210530
Elemental Shaman,74289.54,465,Elegon,210530
Affliction Warlock,103428.71,473,Elegon,210530
Survival Hunter,92812.91,464,Elegon,210530
Unholy DeathKnight,50514.66,469,Elegon,210530
Protection Paladin,27194.82,463,Elegon,210530
Destruction Warlock,114805.33,469,Elegon,210530
Windwalker Monk,135311.72,468,Elegon,210530
Shadow Priest,61104.46,472,Will of the Emperor,209732
Elemental Shaman,73808.73,466,Will of the Emperor,209732
Elemental Shaman,75059.8,469,Will of the Emperor,209732
Blood DeathKnight,35284.0,463,Will of the Emperor,209732
Unholy DeathKnight,57046.22,463,Will of the Emperor,209732
Survival Hunter,85618.49,469,Will of the Emperor,209732
Survival Hunter,69029.08,463,Will of the Emperor,209732
Frost Mage,63499.55,467,Will of the Emperor,209732
Frost Mage,71008.41,471,Will of the Emperor,209732
Frost Mage,65701.73,466,Will of the Emperor,209732
Elemental Shaman,56205.76,465,Will of the Emperor,209732
Affliction Warlock,82008.03,473,Will of the Emperor,209732
Survival Hunter,57957.3,464,Will of the Emperor,209732
Affliction Warlock,50766.08,466,Will of the Emperor,209732
Unholy DeathKnight,71128.07,469,Will of the Emperor,209732
Protection Paladin,33451.44,463,Will of the Emperor,209732
Destruction Warlock,84777.72,469,Will of the Emperor,209732
Windwalker Monk,94097.0,468,Will of the Emperor,209732
Feral Druid,58058.16,471,The Spirit Kings,542911
Arms Warrior,65398.74,472,The Spirit Kings,542911
Destruction Warlock,61173.59,477,The Spirit Kings,542911
Destruction Warlock,66758.41,471,The Spirit Kings,542911
Frost Mage,82140.28,472,The Spirit Kings,542911
Survival Hunter,99341.9,471,The Spirit Kings,542911
Arms Warrior,71619.36,474,The Spirit Kings,542911
Elemental Shaman,76007.32,477,The Spirit Kings,542911
Blood DeathKnight,18193.43,464,The Spirit Kings,542911
Subtlety Rogue,70689.9,472,The Spirit Kings,542911
Destruction Warlock,7496.73,471,The Spirit Kings,542911
Shadow Priest,74991.08,474,The Spirit Kings,542911
Destruction Warlock,82283.29,475,The Spirit Kings,542911
Brewmaster Monk,36977.02,474,The Spirit Kings,542911
Balance Druid,62345.7,474,The Spirit Kings,542911
Assassination Rogue,72346.56,470,The Spirit Kings,542911
Survival Hunter,95029.97,475,The Spirit Kings,542911
Survival Hunter,101328.55,479,The Spirit Kings,542911
Unholy DeathKnight,74729.77,476,The Spirit Kings,542911
Survival Hunter,68595.79,472,The Spirit Kings,542911
Frost Mage,86188.46,475,The Spirit Kings,542911
Feral Druid,134636.66,471,Elegon,431724
Unholy DeathKnight,168348.79,470,Elegon,431724
Frost Mage,146996.81,470,Elegon,431724
Destruction Warlock,153895.52,477,Elegon,431724
Frost Mage,156937.08,472,Elegon,431724
Survival Hunter,163717.73,471,Elegon,431724
Arms Warrior,161480.1,474,Elegon,431724
Assassination Rogue,147164.46,470,Elegon,431724
Arms Warrior,185062.48,474,Elegon,431724
Assassination Rogue,134331.86,472,Elegon,431724
Destruction Warlock,4235.0,471,Elegon,431724
Shadow Priest,143045.63,476,Elegon,431724
Destruction Warlock,161586.21,475,Elegon,431724
Brewmaster Monk,66879.46,474,Elegon,431724
Balance Druid,126950.48,474,Elegon,431724
Survival Hunter,196962.0,479,Elegon,431724
Blood DeathKnight,113757.26,467,Elegon,431724
Unholy DeathKnight,184071.42,476,Elegon,431724
Arms Warrior,145603.1,473,Elegon,431724
Survival Hunter,163261.47,472,Elegon,431724
Frost Mage,166553.63,476,Elegon,431724
Unholy DeathKnight,52608.53,470,Will of the Emperor,568009
Arms Warrior,68708.94,472,Will of the Emperor,568009
Assassination Rogue,101758.13,466,Will of the Emperor,568009
Destruction Warlock,98061.96,477,Will of the Emperor,568009
Frost Mage,73459.4,472,Will of the Emperor,568009
Arms Warrior,89217.48,477,Will of the Emperor,568009
Assassination Rogue,106959.52,470,Will of the Emperor,568009
Arms Warrior,134316.57,474,Will of the Emperor,568009
Elemental Shaman,81619.82,477,Will of the Emperor,568009
Assassination Rogue,113331.13,472,Will of the Emperor,568009
Guardian Druid,3321.35,471,Will of the Emperor,568009
Shadow Priest,79406.63,476,Will of the Emperor,568009
Brewmaster Monk,65230.02,474,Will of the Emperor,568009
Balance Druid,52790.52,476,Will of the Emperor,568009
Survival Hunter,80725.52,475,Will of the Emperor,568009
Survival Hunter,72285.77,479,Will of the Emperor,568009
Unholy DeathKnight,70302.64,476,Will of the Emperor,568009
Blood DeathKnight,75902.1,470,Will of the Emperor,568009
Survival Hunter,71057.66,472,Will of the Emperor,568009
Frost Mage,75131.08,475,Will of the Emperor,568009
Elemental Shaman,136569.85,467,The Stone Guard,257478
Frost Mage,165634.31,474,The Stone Guard,257478
Blood DeathKnight,151474.88,470,The Stone Guard,257478
Survival Hunter,182694.27,474,The Stone Guard,257478
Elemental Shaman,118388.39,473,The Stone Guard,257478
Arms Warrior,218181.79,471,The Stone Guard,257478
Survival Hunter,151168.94,465,The Stone Guard,257478
Frost Mage,136828.87,472,The Stone Guard,257478
Enhancement Shaman,143374.82,472,The Stone Guard,257478
Brewmaster Monk,12499.58,467,The Stone Guard,257478
Shadow Priest,150080.7,472,The Stone Guard,257478
Arms Warrior,191016.95,471,The Stone Guard,257478
Frost Mage,194875.77,473,The Stone Guard,257478
Unholy DeathKnight,165861.41,472,The Stone Guard,257478
Combat Rogue,130728.38,472,The Stone Guard,257478
Destruction Warlock,176103.85,471,The Stone Guard,257478
Affliction Warlock,120788.61,470,The Stone Guard,257478
Balance Druid,121418.43,472,The Stone Guard,257478
Protection Paladin,10075.14,467,The Stone Guard,257478
Survival Hunter,190142.45,477,The Stone Guard,257478
Elemental Shaman,75660.6,467,Feng the Accursed,382848
Frost Mage,90830.14,474,Feng the Accursed,382848
Destruction Warlock,94423.52,472,Feng the Accursed,382848
Blood DeathKnight,62163.26,470,Feng the Accursed,382848
Survival Hunter,112310.07,474,Feng the Accursed,382848
Arms Warrior,82366.51,471,Feng the Accursed,382848
Elemental Shaman,97596.79,473,Feng the Accursed,382848
Survival Hunter,98986.92,465,Feng the Accursed,382848
Frost Mage,87375.71,472,Feng the Accursed,382848
Enhancement Shaman,84219.81,472,Feng the Accursed,382848
Shadow Priest,82788.74,472,Feng the Accursed,382848
Survival Hunter,20470.33,468,Feng the Accursed,382848
Arms Warrior,92889.6,471,Feng the Accursed,382848
Frost Mage,99786.75,473,Feng the Accursed,382848
Unholy DeathKnight,86625.87,474,Feng the Accursed,382848
Combat Rogue,70899.22,472,Feng the Accursed,382848
Destruction Warlock,95973.99,471,Feng the Accursed,382848
Balance Druid,73350.73,472,Feng the Accursed,382848
Protection Paladin,60343.7,467,Feng the Accursed,382848
Survival Hunter,115440.25,477,Feng the Accursed,382848
Elemental Shaman,87847.4,467,Gara'jal the Spiritbinder,313967
Destruction Warlock,89870.92,472,Gara'jal the Spiritbinder,313967
Frost Mage,93068.59,474,Gara'jal the Spiritbinder,313967
Blood DeathKnight,71779.26,470,Gara'jal the Spiritbinder,313967
Survival Hunter,113883.96,476,Gara'jal the Spiritbinder,313967
Elemental Shaman,85869.36,473,Gara'jal the Spiritbinder,313967
Arms Warrior,91622.33,474,Gara'jal the Spiritbinder,313967
Survival Hunter,102697.22,465,Gara'jal the Spiritbinder,313967
Frost Mage,98513.5,472,Gara'jal the Spiritbinder,313967
Enhancement Shaman,87129.47,472,Gara'jal the Spiritbinder,313967
Shadow Priest,98532.3,472,Gara'jal the Spiritbinder,313967
Survival Hunter,104945.5,468,Gara'jal the Spiritbinder,313967
Arms Warrior,92359.15,471,Gara'jal the Spiritbinder,313967
Frost Mage,106560.15,473,Gara'jal the Spiritbinder,313967
Destruction Warlock,90753.71,471,Gara'jal the Spiritbinder,313967
Unholy DeathKnight,90867.34,474,Gara'jal the Spiritbinder,313967
Combat Rogue,79798.27,472,Gara'jal the Spiritbinder,313967
Balance Druid,77175.22,477,Gara'jal the Spiritbinder,313967
Protection Paladin,37630.41,467,Gara'jal the Spiritbinder,313967
Survival Hunter,114260.97,480,Gara'jal the Spiritbinder,313967
Elemental Shaman,3957.3,463,Gara'jal the Spiritbinder,313967
Elemental Shaman,76592.01,467,The Spirit Kings,364167
Destruction Warlock,83507.01,472,The Spirit Kings,364167
Frost Mage,72922.04,474,The Spirit Kings,364167
Blood DeathKnight,44460.97,470,The Spirit Kings,364167
Survival Hunter,100851.52,476,The Spirit Kings,364167
Arms Warrior,71373.35,474,The Spirit Kings,364167
Elemental Shaman,75876.13,473,The Spirit Kings,364167
Survival Hunter,84743.65,465,The Spirit Kings,364167
Frost Mage,71160.92,472,The Spirit Kings,364167
Enhancement Shaman,66778.18,472,The Spirit Kings,364167
Shadow Priest,63914.68,472,The Spirit Kings,364167
Survival Hunter,44222.17,468,The Spirit Kings,364167
Arms Warrior,72968.87,471,The Spirit Kings,364167
Frost Mage,82356.76,473,The Spirit Kings,364167
Combat Rogue,60762.71,472,The Spirit Kings,364167
Unholy DeathKnight,71723.23,475,The Spirit Kings,364167
Destruction Warlock,80930.32,471,The Spirit Kings,364167
Elemental Shaman,7865.15,476,The Spirit Kings,364167
Balance Druid,59916.9,477,The Spirit Kings,364167
Protection Paladin,10456.57,467,The Spirit Kings,364167
Survival Hunter,105035.82,480,The Spirit Kings,364167
Protection Warrior,37468.54,469,The Stone Guard,254607
Survival Hunter,90171.63,463,The Stone Guard,254607
Frost Mage,108340.93,472,The Stone Guard,254607
Unholy DeathKnight,65154.71,464,The Stone Guard,254607
Brewmaster Monk,8468.33,480,The Stone Guard,254607
Destruction Warlock,81857.7,468,The Stone Guard,254607
Arms Warrior,95955.72,468,The Stone Guard,254607
Protection Warrior,25814.55,469,Feng the Accursed,347491
Survival Hunter,73771.09,463,Feng the Accursed,347491
Frost Mage,78387.23,472,Feng the Accursed,347491
